Tris1,GPU1,Area1,Volume1,name1,Tris2,GPU2,Area2,Volume2,name2,Tris3,GPU3,Area3,Volume3,name3,Tris4,GPU4,Area4,Volume4,name4,Tris5,GPU5,Area5,Volume5,name5,Tris6,GPU6,Area6,Volume6,name6,Tris7,GPU7,Area7,Volume7,name7,Tris8,GPU8,Area8,Volume8,name8,Tris9,GPU9,Area9,Volume9,name9,Tris10,GPU10,Area10,Volume10,name10,Tris11,Area11,Volume11,GPU11,name11,Tris12,Area12,Volume12,GPU12,name12,Tris13,Area13,Volume13,GPU13,name13,Tris14,Area14,Volume14,GPU14,name14,Tris15,Area15,Volume15,GPU15,name15,Tris16,Area16,Volume16,GPU16,name16,Tris17,Area17,Volume17,GPU17,name17,Tris18,Area18,Volume18,GPU18,name18,Tris19,Area19,Volume19,GPU19,name19,Tris20,Area20,Volume20,GPU20,name20,Tris21,Area21,Volume21,GPU21,name21,Tris22,Area22,Volume22,GPU22,name22,Tris23,Area23,Volume23,GPU23,name23,Tris24,Area24,Volume24,GPU24,name24,Tris25,Area25,Volume25,GPU25,name25,Tris26,Area26,Volume26,GPU26,name26,GPU27,Tris27,Area27,Volume27,name27,Tris29,Area29,Volume29,GPU29,name29,Tris28,Area28,Volume28,GPU28,name28,Tris30,GPU30,Area30,Volume30,name30,Tris31,Area31,Volume31,GPU31,name31,Tris32,Area32,Volume32,GPU32,name32,Tris33,Area33,Volume33,GPU33,name33,Tris34,Area34,Volume34,GPU34,name34,Tris35,Area35,Volume35,GPU35,name35,Tris36,Area36,Volume36,GPU36,name36
,,,,,1534846,93,1474.76,1498,,87552,69.5,10398.09668,76479.408,,,,,,,87552,49.67,415.932512,579.9196207,,88312,58.5,11972.11803,62192.91803,,88312,52,598.5311475,695.5121311,,,,,,,1106864,71,4381.5672,9665.33496,,,,,,,,,,,,,,,,,2954074,33404.57676,106012.1674,98,3.173582116,2534344,11708.45407,39446.58741,99,,,,,,,,,,,,404016,89801.5896,196138.0313,97,,186466,88651.42627,444745.4756,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059170,24199.44227,73582.94008,71.8,,1102550,9121.240522,30282.94692,72.27,,,,,,,,,,,,,,,,,,,,,,1044585,37509.12329,92758.73309,70,,,,,,,,,,,
,,,,,1537150,95.5,1527.43,1551.5,,89856,70,10671.7308,78492.024,,,,,,,89856,49.5,426.8781044,595.1806634,,90636,59,12287.17377,63829.57377,,90636,51,614.2819672,713.815082,,,,,,,1135992,74,4496.8716,9919.68588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191373,90981.55615,456435.2451,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052855,24199.44227,73582.94008,71.69,,1072323,9121.240522,30282.94692,68.85,,,,,,,,,,,,,,,,,,,,,,1039671,37509.12329,92758.73309,70,,,,,,,,,,,
,,,,,1683953,97.5,1527.43,1551.5,,92160,68,10945.36493,80504.64,,,,,,,92160,49.67,437.8236968,610.441706,,92960,57.67,12602.22951,65466.22951,,92960,49.67,630.0327869,732.1180328,,,,,,,1165120,76,4612.176,10174.0368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196280,93311.64697,468124.8184,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028560,24199.44227,73582.94008,71,,984240,9121.240522,30282.94692,65.5,,,,,,,,,,,,,,,,,,,,,,1030263,37509.12329,92758.73309,71.12,,,,,,,,,,,
,,,,,,,,,,94464,66,11218.99905,82517.256,,,,,,,94464,48.33,448.7692892,625.7027487,,95284,55,12917.28525,67102.88525,,95284,50.67,645.7836066,750.4209836,,,,,,,1194248,75.67,4727.4804,10428.38772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201187,95641.47437,479813.0703,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028211,24199.44227,73582.94008,71.13,,975220,9121.240522,30282.94692,65.55,,,,,,,,,,,,,,,,,,,,,,1011175,37509.12329,92758.73309,69,,,,,,,,,,,
,,,,,,,,,,96768,70,11492.63317,84529.872,,,,,,,96768,49.5,459.7148816,640.9637913,,97608,57,13232.34098,68739.54098,,97608,51,661.5344262,768.7239344,,,,,,,1223376,78.33,4842.7848,10682.73864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206094,97971.48438,491502.2383,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015039,24199.44227,73582.94008,71.13,,891476,9121.240522,30282.94692,62,,,,,,,,,,,,,,,,,,,,,,984828,37509.12329,92758.73309,69,,,,,,,,,,,
,,,,,,,,,,99072,67.5,11766.2673,86542.488,,,,,,,99072,47.67,470.6604741,656.224834,,99932,56,13547.39672,70376.19672,,99932,49.67,677.2852459,787.0268852,,,,,,,1252504,80.33,4958.0892,10937.08956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211001,100301.4885,503191.377,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001867,24199.44227,73582.94008,71.13,,887257,9121.240522,30282.94692,60.5,,,,,,,,,,,,,,,,,,,,,,982953,37509.12329,92758.73309,66,,,,,,,,,,,
,,,,,,,,,,101376,72,12039.90142,88555.104,,,,,,,101376,46.5,481.6060665,671.4858766,,102256,58,13862.45246,72012.85246,,102256,50,693.0360656,805.3298361,,,,,,,1281632,81,5073.3936,11191.44048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215908,102631.6401,514881.2559,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988695,24199.44227,73582.94008,71,,885653,9121.240522,30282.94692,60.67,,,,,,,,,,,,,,,,,,,,,,968273,37509.12329,92758.73309,69,,,,,,,,,,,
,,,,,,,,,,103680,72,12313.53554,90567.72,,,,,,,103680,47,492.5516589,686.7469193,,104580,57.67,14177.5082,73649.5082,,104580,49.67,708.7868852,823.6327869,,,,,,,1310760,81,5188.698,11445.7914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220815,104961.4009,526569.1738,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988314,24199.44227,73582.94008,71,,885653,9121.240522,30282.94692,63,,,,,,,,,,,,,,,,,,,,,,937850,37509.12329,92758.73309,61,,,,,,,,,,,
,,,,,,,,,,105984,71.5,12587.16967,92580.336,,,,,,,105984,47.67,503.4972513,702.0079619,,106904,58.67,14492.56393,75286.16393,,106904,50.67,724.5377049,841.9357377,,,,,,,1339888,83.5,5304.0024,11700.14232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225722,107290.7412,538254.9824,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987933,24199.44227,73582.94008,70,,885188,9121.240522,30282.94692,61.5,,,,,,,,,,,,,,,,,,,,,,936787,37509.12329,92758.73309,61,,,,,,,,,,,
,,,,,,,,,,108288,70.5,12860.80379,94592.952,,,,,,,108288,47.33,514.4428437,717.2690046,,109228,59,14807.61967,76922.81967,,109228,49,740.2885246,860.2386885,,,,,,,1369016,85,5419.3068,11954.49324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230629,109620.8018,549944.4043,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987611,24199.44227,73582.94008,68.67,,884727,9121.240522,30282.94692,61.33,,,,,,,,,,,,,,,,,,,,,,932812,37509.12329,92758.73309,67,,,,,,,,,,,
,,,,,,,,,,110592,74,13134.43791,96605.568,,,,,,,110592,46.67,525.3884362,732.5300472,,111552,58.33,15122.67541,78559.47541,,111552,49,756.0393443,878.5416393,,,,,,,1398144,85.67,5534.6112,12208.84416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235536,111950.1252,561630.1279,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975569,24199.44227,73582.94008,68.5,,882600,9121.240522,30282.94692,61.14,,,,,,,,,,,,,,,,,,,,,,929900,37509.12329,92758.73309,67,,,,,,,,,,,
,,,,,,,,,,112896,72,13408.07204,98618.184,,,,,,,112896,49,536.3340286,747.7910899,,113876,58,15437.73115,80196.13115,,113876,50.33,771.7901639,896.8445902,,,,,,,1427272,86,5649.9156,12463.19508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240443,114279.3066,573315.1387,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969255,24199.44227,73582.94008,66.5,,848192,9121.240522,30282.94692,61,,,,,,,,,,,,,,,,,,,,,,926988,37509.12329,92758.73309,68,,,,,,,,,,,
,,,,,,,,,,115200,73.5,13681.70616,100630.8,,,,,,,115200,48.67,547.279621,763.0521325,,116200,57.67,15752.78689,81832.78689,,116200,49.67,787.5409836,915.147541,,,,,,,1456400,86.67,5765.22,12717.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245350,116608.1924,584998.666,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968933,24199.44227,73582.94008,66.5,,812481,9121.240522,30282.94692,61,,,,,,,,,,,,,,,,,,,,,,909133,37509.12329,92758.73309,69,,,,,,,,,,,
,,,,,,,,,,117504,76.5,13955.34028,102643.416,,,,,,,117504,49,558.2252134,778.3131752,,118524,60.5,16067.84262,83469.44262,,118524,49.33,803.2918033,933.4504918,,,,,,,1485528,87.33,5880.5244,12971.89692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250257,118933.4009,596663.7451,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968611,24199.44227,73582.94008,66.5,,810969,9121.240522,30282.94692,59.55,,,,,,,,,,,,,,,,,,,,,,871314,37509.12329,92758.73309,63,,,,,,,,,,,
,,,,,,,,,,119808,77,14228.97441,104656.032,,,,,,,119808,47.33,569.1708058,793.5742178,,120848,60.75,16382.89836,85106.09836,,120848,49,819.042623,951.7534426,,,,,,,1514656,86.67,5995.8288,13226.24784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255164,121262.2751,608347.2148,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968289,24199.44227,73582.94008,66.5,,778576,9121.240522,30282.94692,61.33,,,,,,,,,,,,,,,,,,,,,,869205,37509.12329,92758.73309,63,,,,,,,,,,,
,,,,,,,,,,122112,74,14502.60853,106668.648,,,,,,,122112,47,580.1163983,808.8352605,,123172,61.67,16697.9541,86742.7541,,123172,49.67,834.7934426,970.0563934,,,,,,,1543784,93,6111.1332,13480.59876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260071,123592.2905,620036.4092,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965336,24199.44227,73582.94008,66.5,,740944,9121.240522,30282.94692,56,,,,,,,,,,,,,,,,,,,,,,867096,37509.12329,92758.73309,63,,,,,,,,,,,
,,,,,,,,,,124416,77.5,14776.24265,108681.264,,,,,,,124416,48,591.0619907,824.0963031,,125496,59.5,17013.00984,88379.40984,,125496,51.67,850.5442623,988.3593443,,,,,,,1572912,96,6226.4376,13734.94968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264978,125921.7893,631723.0127,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962383,24199.44227,73582.94008,67.7,,740944,9121.240522,30282.94692,59.2,,,,,,,,,,,,,,,,,,,,,,866400,37509.12329,92758.73309,66,,,,,,,,,,,
,,,,,,,,,,126720,81,15049.87678,110693.88,,,,,,,126720,47,602.0075831,839.3573458,,127820,60.67,17328.06557,90016.06557,,127820,49,866.295082,1006.662295,,,,,,,1602040,97,6341.742,13989.3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269885,128251.4438,643410.3975,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903762,24199.44227,73582.94008,67.7,,740944,9121.240522,30282.94692,56.5,,,,,,,,,,,,,,,,,,,,,,765636,37509.12329,92758.73309,65.07,,,,,,,,,,,
,,,,,,,,,,129024,80.5,15323.5109,112706.496,,,,,,,129024,46,612.9531755,854.6183884,,130144,59,17643.12131,91652.72131,,130144,47.67,882.0459016,1024.965246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274792,130581.1782,655098.1836,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845141,24199.44227,73582.94008,67.7,,740944,9121.240522,30282.94692,62.5,,,,,,,,,,,,,,,,,,,,,,762444,37509.12329,92758.73309,61,,,,,,,,,,,
,,,,,,,,,,131328,78.5,15597.14502,114719.112,,,,,,,131328,46,623.8987679,869.8794311,,132468,61.33,17958.17705,93289.37705,,132468,50,897.7967213,1043.268197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279699,132910.5576,666784.1885,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786520,24199.44227,73582.94008,60.75,,740944,9121.240522,30282.94692,60.18,,,,,,,,,,,,,,,,,,,,,,693807,37509.12329,92758.73309,60.5,,,,,,,,,,,
,,,,,,,,,,133632,83.5,15870.77915,116731.728,,,,,,,133632,47.67,634.8443604,885.1404737,,134792,56.67,18273.23279,94926.03279,,134792,49.33,913.547541,1061.571148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284606,135240.6404,678473.7207,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765967,24199.44227,73582.94008,59.89,,697793,9121.240522,30282.94692,59.27,,,,,,,,,,,,,,,,,,,,,,693574,37509.12329,92758.73309,51,,,,,,,,,,,
,,,,,,,,,,135936,85.5,16144.41327,118744.344,,,,,,,135936,48.33,645.7899528,900.4015164,,137116,56,18588.28852,96562.68852,,137116,47.67,929.2983607,1079.874098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289513,137570.3911,690161.5879,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735762,24199.44227,73582.94008,62.75,,667567,9121.240522,30282.94692,60.1,,,,,,,,,,,,,,,,,,,,,,693341,37509.12329,92758.73309,51,,,,,,,,,,,
,,,,,,,,,,138240,84,16418.04739,120756.96,,,,,,,138240,47.5,656.7355452,915.662559,,139440,58,18903.34426,98199.34426,,139440,49.67,945.0491803,1098.177049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294420,139898.8513,701842.9805,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734887,24199.44227,73582.94008,62.75,,652454,9121.240522,30282.94692,59.07,,,,,,,,,,,,,,,,,,,,,,693108,37509.12329,92758.73309,51,,,,,,,,,,,
,,,,,,,,,,140544,84.5,16691.68152,122769.576,,,,,,,140544,48.33,667.6811376,930.9236017,,141764,60,19218.4,99836,,141764,47.33,960.8,1116.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299327,142228.7324,713531.501,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734012,24199.44227,73582.94008,59.71,,608414,9121.240522,30282.94692,58.5,,,,,,,,,,,,,,,,,,,,,,683700,37509.12329,92758.73309,61.18,,,,,,,,,,,
,,,,,,,,,,142848,86.5,16965.31564,124782.192,,,,,,,142848,49,678.62673,946.1846443,,144088,57.33,19533.45574,101472.6557,,144088,49,976.5508197,1134.782951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304234,144557.1233,725212.5459,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709015,24199.44227,73582.94008,62.5,,603904,9121.240522,30282.94692,58.28,,,,,,,,,,,,,,,,,,,,,,674292,37509.12329,92758.73309,61.18,,,,,,,,,,,
,,,,,,,,,,145152,87,17238.94976,126794.808,,,,,,,145152,51.5,689.5723225,961.445687,,146412,61.33,19848.51148,103109.3115,,146412,49.67,992.3016393,1153.085902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309141,146886.915,736900.6182,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703121,24199.44227,73582.94008,62.5,,562032,9121.240522,30282.94692,55.5,,,,,,,,,,,,,,,,,,,,,,664612,37509.12329,92758.73309,59,,,,,,,,,,,
,,,,,,,,,,147456,84.5,17512.58388,128807.424,,,,,,,147456,48.67,700.5179149,976.7067296,,148736,64.33,20163.56721,104745.9672,,148736,48.67,1008.052459,1171.388852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314048,149216.7039,748588.6768,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697227,24199.44227,73582.94008,62.5,,559922,9121.240522,30282.94692,57.5,,,,,,,,,,,,,,,,,,,,,,638262,37509.12329,92758.73309,59,,,,,,,,,,,
,,,,,,,,,,149760,88.5,17786.21801,130820.04,,,,,,,149760,48.5,711.4635073,991.9677723,,151060,65.33,20478.62295,106382.623,,151060,50,1023.803279,1189.691803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318955,151546.3513,760276.0264,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691333,24199.44227,73582.94008,59.83,,559120,9121.240522,30282.94692,56.75,,,,,,,,,,,,,,,,,,,,,,637637,37509.12329,92758.73309,56,,,,,,,,,,,
,,,,,,,,,,152064,94,18059.85213,132832.656,,,,,,,152064,50.67,722.4090997,1007.228815,,153384,58.67,20793.67869,108019.2787,,153384,48.67,1039.554098,1207.994754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323862,153876.8933,771967.8623,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668659,24199.44227,73582.94008,65.5,,559120,9121.240522,30282.94692,54.5,,,,,,,,,,,,,,,,,,,,,,621706,37509.12329,92758.73309,56.86,,,,,,,,,,,
,,,,,,,,,,154368,91.5,18333.48625,134845.272,,,,,,,154368,50,733.3546921,1022.489858,,155708,59.67,21108.73443,109655.9344,,155708,48,1055.304918,1226.297705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328769,156206.9854,783657.4414,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668334,24199.44227,73582.94008,61.5,,558887,9121.240522,30282.94692,56,,,,,,,,,,,,,,,,,,,,,,607025,37509.12329,92758.73309,56.86,,,,,,,,,,,
,,,,,,,,,,156672,92.5,18607.12038,136857.888,,,,,,,156672,50,744.3002846,1037.7509,,158032,61,21423.79016,111292.5902,,158032,48.33,1071.055738,1244.600656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333676,158537.1228,795347.249,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657986,24199.44227,73582.94008,61.5,,558656,9121.240522,30282.94692,57,,,,,,,,,,,,,,,,,,,,,,589155,37509.12329,92758.73309,57,,,,,,,,,,,
,,,,,,,,,,158976,91.5,18880.7545,138870.504,,,,,,,158976,50.67,755.245877,1053.011943,,160356,64.33,21738.8459,112929.2459,,160356,48,1086.806557,1262.903607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338583,160866.9011,807035.2549,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647638,24199.44227,73582.94008,61.5,,557593,9121.240522,30282.94692,55.57,,,,,,,,,,,,,,,,,,,,,,586242,37509.12329,92758.73309,59.5,,,,,,,,,,,
,,,,,,,,,,161280,92.5,19154.38862,140883.12,,,,,,,161280,51.67,766.1914694,1068.272986,,162680,59.67,22053.90164,114565.9016,,162680,47.33,1102.557377,1281.206557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343490,163196.0134,818719.9199,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637290,24199.44227,73582.94008,60,,540391,9121.240522,30282.94692,55.06,,,,,,,,,,,,,,,,,,,,,,583329,37509.12329,92758.73309,59.5,,,,,,,,,,,
,,,,,,,,,,163584,92,19428.02275,142895.736,,,,,,,163584,51.67,777.1370618,1083.534028,,165004,61,22368.95738,116202.5574,,165004,49.33,1118.308197,1299.509508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348397,165525.3286,830405.6016,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636991,24199.44227,73582.94008,60,,522536,9121.240522,30282.94692,52.5,,,,,,,,,,,,,,,,,,,,,,526851,37509.12329,92758.73309,58.5,,,,,,,,,,,
,,,,,,,,,,165888,91.5,19701.65687,144908.352,,,,,,,165888,51,788.0826542,1098.795071,,167328,63.33,22684.01311,117839.2131,,167328,48.33,1134.059016,1317.812459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353304,167855.0564,842093.3535,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636692,24199.44227,73582.94008,65.67,,521780,9121.240522,30282.94692,55.58,,,,,,,,,,,,,,,,,,,,,,520524,37509.12329,92758.73309,61,,,,,,,,,,,
,,,,,,,,,,168192,95,19975.29099,146920.968,,,,,,,168192,52,799.0282467,1114.056113,,169652,64.67,22999.06885,119475.8689,,169652,49,1149.809836,1336.11541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358211,170184.854,853781.4561,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636438,24199.44227,73582.94008,59.08,,505584,9121.240522,30282.94692,54.67,,,,,,,,,,,,,,,,,,,,,,519828,37509.12329,92758.73309,60,,,,,,,,,,,
,,,,,,,,,,170496,95,20248.92512,148933.584,,,,,,,170496,51.5,809.9738391,1129.317156,,171976,61.67,23314.12459,121112.5246,,171976,50.33,1165.560656,1354.418361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363118,172514.5156,865468.877,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626976,24199.44227,73582.94008,61.13,,486768,9121.240522,30282.94692,53,,,,,,,,,,,,,,,,,,,,,,464985,37509.12329,92758.73309,60.13,,,,,,,,,,,
,,,,,,,,,,172800,94,20522.55924,150946.2,,,,,,,172800,51.33,820.9194315,1144.578199,,174300,64,23629.18033,122749.1803,,174300,47.67,1181.311475,1372.721311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368025,174843.8438,877154.625,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622015,24199.44227,73582.94008,59,,,,,,,,,,,,,,,,,,,,,,,,,,,464360,37509.12329,92758.73309,55.5,,,,,,,,,,,
,,,,,,,,,,175104,93.5,20796.19336,152958.816,,,,,,,175104,51,831.8650239,1159.839241,,176624,66,23944.23607,124385.8361,,176624,50,1197.062295,1391.024262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372932,177172.9692,888839.3555,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621761,24199.44227,73582.94008,59,,,,,,,,,,,,,,,,,,,,,,,,,,,419070,37509.12329,92758.73309,58.6,,,,,,,,,,,
,,,,,,,,,,177408,96,21069.82749,154971.432,,,,,,,177408,50.5,842.8106163,1175.100284,,178948,66,24259.2918,126022.4918,,178948,49.33,1212.813115,1409.327213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621507,24199.44227,73582.94008,59,,,,,,,,,,,,,,,,,,,,,,,,,,,407142,37509.12329,92758.73309,54.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,179712,53,853.7562088,1190.361327,,181272,65.67,24574.34754,127659.1475,,181272,50,1228.563934,1427.630164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621253,24199.44227,73582.94008,61,,,,,,,,,,,,,,,,,,,,,,,,,,,389287,37509.12329,92758.73309,52.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,182016,52.5,864.7018012,1205.622369,,183596,64.33,24889.40328,129295.8033,,183596,50.67,1244.314754,1445.933115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618933,24199.44227,73582.94008,61,,,,,,,,,,,,,,,,,,,,,,,,,,,347247,37509.12329,92758.73309,50.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,184320,52,875.6473936,1220.883412,,185920,64.5,25204.45902,130932.459,,185920,50.67,1260.065574,1464.236066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616613,24199.44227,73582.94008,59.19,,,,,,,,,,,,,,,,,,,,,,,,,,,346548,37509.12329,92758.73309,51.5,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,186624,51.33,886.592986,1236.144455,,188244,65.67,25519.51475,132569.1148,,188244,50.67,1275.816393,1482.539016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570554,24199.44227,73582.94008,59.19,,,,,,,,,,,,,,,,,,,,,,,,,,,291702,37509.12329,92758.73309,51.11,,,,,,,,,,,
